id	original_sentence	aspect	label_id	label
0#20#0	áo rất xịn và xinh ạ đoạn thơ và video mang tính chất nhận xu ạ bánh sừng bò không thể để quá lâu trà sữa trân châu uống ngay không tan đá trái tim của mình bé tẹo như chiếc lá chỉ giữ nụ cười, em đừng giữ xót xa. lam.	General	0	positive
0#12#0	sản phẩm đẹp, đóng gói có tâm. form dáng chuẩn form người việt	General	0	positive
0#19#0	đúng với mô tả:đúng chất liệu:vải màu sắc:đen khá đẹp	General	0	positive
33#39#0	mik 1m56 48kg mặc sz M qua mông, áo đẹp, rẻ, đường chỉ hong oke lắm nhưng giá này thì oke r, shipper thân thiện.	General	0	positive
105#118#0	Đúng với mô tả:đúng Chất liệu:vải Màu sắc:be cũng oke lắm nha mình m6 bận thấy hơi ngắn nhma sz L sợ dài nói chung oke vải dày dặn nhma mặc k nóng cổ bo oke kbt có dãn k	General	0	positive
25#41#0	màu sắc:đen chất liệu:kb đúng với mô tả:k vải xấu	General	2	negative
117#124#0	Đúng với mô tả:tốt Màu sắc:trắng Áo chất mát, mặc rất vừa người, đúng như mô tả, giá hợp ví tiền học sinh sinh viên. Nên mua	General	0	positive
113#131#0	Chất liệu:đẹp Đúng với mô tả:đúng Màu sắc:be áo đẹp giao hàng hơi lâu nh kh sao áo mặc mát , vải mềm mặc kh ngứa đáng mua nha mn ơi	General	0	positive
39#63#0	Màu sắc:giống hình Chất liệu:thun lạnh Đúng với mô tả:chuẩn Tốt giao hàng nhanh ,đóng gói kĩ càng ,giống ảnh	General	0	positive
24#41#0	chất liệu:ok màu sắc:ok đúng với mô tả:ok sp chất lượng tốt đáng tiền shop giao hàng nhanh chất lượng ổn có thể mua giá rẻ	General	0	positive
46#67#0	hàng đẹp, giá cả phải chăng, giao hàng nhanh, mọi người nên mua nhé	General	0	positive
42#48#0	Đúng với mô tả:đúng màu sắc và kích thước Áo đẹp nhưng hơi rộng Chất vải rất thích luôn	General	0	positive
20#27#0	chất liệu:rất thích áo đẹp, chất khá thích. lỡ mua cái rộng hơn áo ở nhà nên hơi đáng tiếc:((	General	0	positive
0#29#0	hàng đẹp nha các bạn, nên mua. chuẩn màu giống ảnh. giá quá rẻ so với sản phẩm	General	0	positive
36#56#0	vải siêu đẹp luôn, áo cầm nặng tay. chất lượng quá tốt ạ. jo mua tiếp lần 2 	General	0	positive
18#37#0	màu sắc:trắng, be đúng với mô tả:đúng chất liệu:cá sấu bao đẹp áo đẹp mà dày quá, rõ rẻ, biết vậy mua thêm vài cái cho bố mặc.	General	0	positive
46#56#0	Màu sắc:be Chất liệu:vải nóng Giao hàng nhanh Áo đẹp lắm m6 mặc size 6 vừa nên mua.	General	0	positive
34#52#0	giao hàng nhanh gói hàng cẩn thận hàng rất đẹp ưng ý	General	0	positive
67#137#0	chất liệu:tốt màu sắc:đẹp không phai đúng với mô tả:tốt ngon bổ rẻ chất lưỡng tuyệt vời nên mua vài cái để mặc nha, 5 sao cho shop có tâm	General	0	positive
17#31#0	giao hàng nhanh, chất lượng tốt, chất áo mát mẻ, đúng phom. đã mang giặt nên hình ảnh ko liên quan ạh	General	0	positive
0#6#0	áo đẹp. chất liệu thoáng mát và thấm hút mồ hôi. shop chuẩn bị hàng nhanh. uy tính. săn sale với giá hời	General	0	positive
55#74#0	hàng rất tốt, chất vải ok dày thêm 1 tí nữa là ổn hơn  nói chung là rất ổn (hình ảnh chỉ mang tính chất nhận xu)	General	0	positive
0#29#0	chất lượng sản phẩm tuyệt vời, đóng gói cẩn thận, vận chuyển nhanh.	General	0	positive
29#54#0	chất liệu:khá ổn màu sắc:đẹp đúng với mô tả:đúng mô tả vải dày, mát, đúng kiểu	General	0	positive
45#67#0	đóng gói sản phẩm cẩn thận, giao hàng nhanh, sản phẩm chát lượng ok	General	0	positive
58#77#0	vải mỏng chất vải không đẹp hình in nhìn oke chứ không ổn nói chung là tạm ổn	General	1	neutral
17#35#0	Chất liệu:cotton Đúng với mô tả:đẹp Màu sắc:hồng Áo màu xinh lắm hình in siêu nét sẽ ủng hộ shop nữa	General	0	positive
26#70#0	chất liệu:vải màu sắc:đen đúng với mô tả:giống chất lượng sản phẩm tốt, thời gian giao hàng nhanh, đóng gói sản phẩm cẩn thận. sẽ tiếp tục ủng hộ shop	General	0	positive
36#103#0	chất liệu:tốt màu sắc:xanh bóng đêm đúng với mô tả:tuyệt vời lắm mình thực sự luôn tin dùng colmate nha	General	0	positive
35#54#0	Chất liệu:vải cotton Màu sắc:trắng áo siêu đẹp luôn ấy, vải chất lượng mặc k bị nóng, lúc đầu mình mua sz l nma mình lại đổi sz m, shop hỗ trợ nhiệt tình, mình rcm cho mng áo này nhé	General	0	positive
0#23#0	đúng với mô tả:đúng nha màu sắc:ok chất liệu:mỏng mặc mùa hè nên mặc loại mỏng như vậy nha tiền nào của ấy mà	General	0	positive
0#28#0	Áo xinh lắm nha mọi người ơi, chất vải ổn, chăm sóc khách hàng tốt lắm á, hôm nay đặt hàng là ngày mai giao rồi, nói chung là nên mua nha mọi người.	General	0	positive
53#59#0	Chất liệu:hông bít Đúng với mô tả:đúng Màu sắc:trắng Áo đẹp, chất xịn, giống trong ảnh, nói chung là đẹp, sẽ ủng hộ lại shop	General	0	positive
26#45#0	chất liệu:vai màu sắc:den đúng với mô tả:dung tay áo hơi ngắn, chất áo ổn với giá này nên không đòi hỏi gì nhiều	General	0	positive
68#117#0	đúng với mô tả:nhái chất liệu:vải màu sắc:đen shop giao hàng nhanh, sản phẩm nhái hình và chất lượng sản phẩm tàm tạm	General	1	neutral
0#29#0	chât luong san pham tuyet voi dong goi san pham chất chan rat đang tien	General	0	positive
0#19#0	áo rất đẹp nha m.n, vải dày bận rất thoải mái, shop tư vấn rất nhiệt tình nên mua ạ, sẽ quay lại shop nhiều lần nữa ạ	General	0	positive
28#38#0	mua sale có 167k,hộp đầy đủ,áo mặc đẹp,chất vải hơi nóng hợp với mùa thu đang se lạnh,cao m55 chọn size s mặc vừa đẹp,ko phải sửa,lần đầu mua dc cái áo ko phải đi cắt ngắn bớt,sẽ ủng hộ tiếp ạ	General	0	positive
0#6#0	áo đẹp, chất vải mềm mịn dày dặn , đúng size đúng mẫu , đã mua của shop lần 2	General	0	positive
109#132#0	shop giao hàng nhanh như 1 cơn gió lun ạ. mới đặt chiều hqa mà nay đã nhận đc hàng rùi nè. yêu shop nhìu nà. áo chuẩn đẹp nhé ace ơi. với giá này thì k còn gì để chê nữa đâu ạ. 	General	0	positive
28#57#0	màu sắc:ung y chất liệu:tốt đúng với mô tả:đúng, hài lòng	General	0	positive
0#8#0	hàng đẹp, chất lượng vải tốt, giá rẻ là món hời cho người tiêu dùng vs giá cả như vậy	General	0	positive
191#343#0	Chất liệu:dày dặn nhưng mà k nóng Đúng với mô tả:1000000% Màu sắc:đen Quá tuỵt cho 1 chiếc áo chỉ có 134k, chất liệu sịn sò k mềm nhão chảy xệ, giao hàng nhanh khỏi bàn , áo thơm, full tag , ưng nhất trong tất cả các áo đã từng mua luôn á ,sẽ ráng ủng hộ shop dài dài ,ai đang phân vân thì quất luôn mua mặc đi chơi thì tuỵt zời quá ưng ý luôn	General	0	positive
0#74#0	lần thứ 2 mua đồ của shop, cũng vì ưng nên mới tiếp tục ủng hộ shop đó nhé, giao đúng mẫu màu chất liệu tốt! sẽ ủng hộ nhiều	General	0	positive
0#22#0	áo đẹp. chất lượng tốt. đóng gói cẩn thận. thời gian giao hàng nhanh.	General	0	positive
59#80#0	chất lượng vải tốt,hàng đẹp ,giao hàng đúng size đúng mẫu ,nên mua nha mọi người	General	0	positive
0#11#0	áo siêu đẹp, chất liệu ổn, vừa vặn người, giao hàng cũng nhanh. chất lượng	General	0	positive
61#72#0	sản phẩm nên mua nha mình k hài lòng cách đóng gói lắm nhưng sp xinh quá	General	0	positive
0#50#0	nhận được áo thì bất ngờ. mua cho ck mà áo đẹp quá. mình sẽ đặt thêm cái nữa cho bố. giao hàng nhanh. đóng gói đẹp	General	0	positive
54#66#0	Màu sắc:be Đúng với mô tả:y hình Chất liệu:vải cotton Áo đẹp lắm ạ. Chất đẹp nên mua nha mọi người. Ảnh và video chỉ mang tính chất nhận xu, mình không nhớ chụp:((	General	0	positive
36#91#0	shop được cái đóng gói rất bắt mắt. cảm giác mua hàng cao cấp nó khác bọt thật sự các bác ạ. áo chất liệu hơi mỏng chút.	General	0	positive
32#49#0	chất liệu:vải màu sắc:xanh than đúng với mô tả:ok sản phẩm vải đẹp, đã mua nhiều lần ở đây rồi quay lại ủng hộ shop	General	0	positive
47#68#0	chất liệu:tốtt đúng với mô tả:đúng màu sắc:tốt áo đẹp nên mua nha mn	General	0	positive
28#47#0	màu sắc:đúng chất liệu:mỏng đúng với mô tả:đúng	General	0	positive
31#54#0	màu sắc:đen xanh chất liệu:vải sản phẩm đạt chất lượng, thoáng mát không bị nóng như mấy loại vãi khác. rất thích hợp đi chơi. mình 100kg cao 1m75 mặc thoải mái luôn.	General	0	positive
53#69#0	chất liệu:áo thun trơn vải cá sấu cotton màu sắc:xám hàng đẹp lắm nhé. mình mua về làm quà cho bạn nam thì ý nghĩa lắm nhé. nên mua. ủng hộ shop 5 sao	General	0	positive
135#141#0	shiper giao hàng nhanh shop nhiệt tình 1m65 45kg mình mua 2 áo size l đều vừa rộng thoải mái có thư cảm ơn của shop nữa cute cho 5 sao quá ok	General	0	positive
0#3#0	đẹp nhm chỉ là hơi mỏng thoy	General	0	positive
0#6#0	áo đẹp rộng đúng như trong hình , chỉ có điều màu nâu nhẹ chứ ko phải màu đậm , ko đúng màu 	General	0	positive
0#89#0	áo đẹp lắm nha mọi người , rất ủng ý lắm luôn ạ . đẹp đẹp đẹp đẹp đẹp đẹp đẹp đẹp đẹp đẹp	General	0	positive
194#215#0	Chất liệu:vải Màu sắc:Trắng Đúng với mô tả:Đúng Áo đẹp lắm luon á . Shipper vui tính vs dễ thương lắm . Áo in hình rõ và đẹp lắm luôn nét đến từng chi tiết luôn . Áo giá này mình quá ưng luôn . Mọi người nên mua nha	General	0	positive
0#23#0	sản phẩm rất chất lượng, vải mát, mọi người nên mua nha, rất ổn	General	0	positive
59#65#0	màu sắc:trắng chất liệu:không biết đúng với mô tả:mỏng vcl tạm ổn	General	1	neutral
50#57#0	Đúng với mô tả:đúng Màu sắc:be Chất liệu:khum bic áo xinh màu đẹp, mặc mát, tui m50 mà mặc size L cũng oki nói chung là hợp với giá tiền rùi, hònh in cucng rất đẹp nha. Nên mua mng ạ hihi	General	0	positive
74#91#0	shop giao đúng mẫu đúng màu , vãi đẹp hơn cả sự mong đợi so với gia tiền ,mọi người nên mua ạ ,cho shop 5* lần sau sẽ ủng hộ shop ạ	General	0	positive
51#57#0	Đúng với mô tả:đúng Màu sắc:kem Chất liệu:thun mịn Áo đẹp, vải mịn, màu kem đẹp, hình in chất lượng , cổ áo khít mà form hơi to xí, mình 45kg 1m50 mặc hơi rộng. Nói chung là ô kê lắm.Canh sale mạnh sẽ mua nữa.	General	0	positive
0#51#0	đúng với mô tả:ko hài lòng một tý nào vì nó bị ránh	General	2	negative
65#108#0	hàng đóng gói cẩn thận. chất vải cảm thấy mát mặc thấy thoải mái.đánh giá chất lượng sản phẩm tốt.mình thích	General	0	positive
0#8#0	áo đẹp ạ bữa h ăn tết quên kiếm xu nha hình và video ko liên quan mình mua cho ba, ba mình khen mặc mát thoải mái	General	0	positive
33#45#0	ngon bổ rẻ.ít tiền mà chất lượng.rất đáng mua.shop phục vụ nhanh mà chủ đáo.vải đẹp và mát lắm.đã thế shop còn hứa tặng cho cái thế 10k nữa quá hời hehe.cho shop 50 sao luôn chứ 5 sao gì.	General	0	positive
0#27#0	ô áo đẹp xịn xò con bò luôn. mỗi tội giao hàng hơi lâu. kể mà có áo nữ như này thì cũng phải làm đôi. ưng cái bụng lắm chưa thử nên chưa biết chật rộng thế nào, thấy gửi đúng sz mình đặt thôi 	General	0	positive
57#69#0	chất liệu:hơi nóng chút đúng với mô tả:chuẩn màu sắc:đẹp đáng mua nhé chất hơi nóng chút	General	0	positive
0#11#0	quần áo đẹp . shop rất nhiệt tình . dịch vụ cskh tốt . mình sẽ mua thêm	General	0	positive
0#22#0	đúng với mô tả:ko đúng cs mô tả màu sắc:ko đúng vs trên ảnh chất liệu:mỏng tk ko nên mua phí tiền	General	2	negative
69#90#0	sản phẩm đúng như mô tả, thấm hút mồ hôi, màu sắc bên ngoài khá đẹp, nên mua nhé mọi người	General	0	positive
16#26#0	chất hơi mỏng , còn lại ổn	General	0	positive
0#12#0	áo đẹp lắm á, chất áo thì phù hợp giá tiền, giao hàng siêu nhanh shop đóng gói cũng kĩ nữa ạ	General	0	positive
70#88#0	Chất liệu:thun Màu sắc:trắng Đúng với mô tả:đúng ảo đẹp, vải khá oce, lói chung toẹt vời hehehe	General	0	positive
0#10#0	áo tốt nha ship pơ thân thiện áo rẻ nữa mình ưng lắm	General	0	positive
0#6#0	áo oke. có điều màu hơi đậm hơn hình nên ae lưu ý khi đặt hàng nhé	General	0	positive
0#51#0	chuẩn đúng như mô tả, chất lương sản phẩm tuyệt vời, mặc vừa mát	General	0	positive
82#122#0	Chất liệu:vai thun co dan Màu sắc:hong pastel Đúng với mô tả:dung Hàng giao nhanh mà chất lượng lắm mng oi quá đỉnh luôn ý chất vải tuy k quá dày nhưng mặc rất thoải mái vừa vặn và giá thành rẻ ạ màu hồng xinh lắm ạ rcm nha	General	0	positive
56#69#0	giao hàng nhanh. chất vải có vẻ nóng. màu nhìn hơi già. hơi thất vọng. so với giá thì hơi đắt. nhưng mua đợt giảm giá nên chấp nhận được	General	2	negative
22#48#0	màu sắc:xanh bóng đêm đúng với mô tả:đúng áo đẹp, form đẹp, ủng hộ lần sau	General	0	positive
45#60#0	phom áo đẹp, vải mát, giá hợp lý mà mua được sản phẩm ưng ý, nên mua nha.	General	0	positive
45#60#0	Đúng với mô tả:đúng Chất liệu:vải Màu sắc:be Áo xinh lắm nha. Chưa mặc thử nhưng ướm trông khá rộng. Có 1 lỗ thủng ở đuôi áo :)))	General	0	positive
41#85#0	giao hàng nhanh, chất lượng tốt mặc mát, lần đầu tiên đặt của shop cảm thấy rất ưng ý. hình ảnh, video mang tính chất minh hoạ, sẽ tiếp tục mua ủng hộ shop	General	0	positive
66#72#0	Màu sắc:đen Đúng với mô tả:đúng với hình ảnh mô tả chất vải okela áo đẹp giao hàng nhanh	General	0	positive
38#68#0	chất liệu:vair thun màu sắc:xanh mint đúng với mô tả:đẹp giống mô tả giao hàng rất nhanh, sản phẩm đóng gói đẹp, chắc chắn. shop phục vụ rất nhiệt tình, đồ chất lượng. sẽ quay lại ủng hộ nếu có nhu cầu nè	General	0	positive
48#65#0	Chất liệu:vải Màu sắc:Trắng Đúng với mô tả:Đúng Áo đẹp lắm luon á . Shipper vui tính vs dễ thương lắm . Áo in hình rõ và đẹp lắm luôn nét đến từng chi tiết luôn . Áo giá này mình quá ưng luôn . Mọi người nên mua nha	General	0	positive
119#143#0	chất liệu:on đúng với mô tả:dung màu sắc:dung đóng gói hàng rất chắc chắn, vải áo tốt sờ có vẻ mát. áo đúng với mô tả. khá hài lòng về sản phẩm. mình sẽ ủng hộ shop vào các lần tới.	General	0	positive
14#24#0	Màu sắc:trắng áo đẹp lắm, vải mát nhưng mà cổ áo bo hơi chật với cả tay áo hơi dài tag đầy đủ giao hàng nhanh 1m6 49kg sz L	General	0	positive
66#71#0	màu sắc:đúng mô tả đúng với mô tả:đúng chất liệu:êm, dày vừa phải áo ổn, đóng gói ok. anh mình cao 1m72 nặng 76kg, mặc vừa xxl, bạn nào cân nặng hơn mặc chắc sẽ ôm body chút.	General	0	positive
46#53#0	đúng với mô tả:đúng chất liệu:ok màu sắc:đúng hàng ok	General	0	positive
0#22#0	áo đẹp lắm nha mn :))) shop giao hàng rất nhanh, 2 ngày là có. đóng gói đẹp, đúng size. mua của shop tổng cộng 5c, 3c cho anh ny, 2c cho ba là mn hỉu áo đẹp như nào  nên mua nha mn, shop dễ thương lắm, có tặng card, dịch vụ cskh tốt, sẽ ủng hộ shop tiếp  cho shop  	General	0	positive
0#49#0	áo mua đúng lúc sale áo đẹp chất lượng lắm luôn ạ tuy nhiên thời gian chuẩn bị hàng hơi lâu	General	0	positive
0#6#0	áo đẹp lên form chuẩn vải mát giao hàng nhanh chóng mn nên mua	General	0	positive
0#18#0	xấu, ko đúng mô tả	General	2	negative
32#38#0	Đúng với mô tả:đúng Màu sắc:kem Áo đẹp vải hơi mỏng, giao hàng nhanh, đóng gói cẩn thận, sẽ ủng hộ nữa.	General	0	positive
