id	original_sentence	aspect	label_id	label
0#53#0	chất liệu:vải đẹp, hơi nóng, thích hợp văn phòng lạnh màu sắc:màu rất đẹp sản phẩm chất lượng tốt so với giá thành, màu sắc đẹp, ôm vừa người (1m69/76kg xxl), lưu ý vải hơi nóng thích hợp cho anh em ngồi văn phòng máy lạnh	Material	1	neutral
15#28#0	đúng với mô tả:vãi không đẹp không đúng màu trên hình	Material	2	negative
50#67#0	Dễ thương nhe, đúng màu, đúng size. Được đáng mua chất vải cũng mát	Material	0	positive
82#93#0	áo trên hình in màu kem lúc về in màu vàng nhìn xấu, ko đúng mẫu với giá tiền thì chất áo oke	Material	0	positive
0#10#0	áo đẹp mát, nhưng mà chọn size theo bảng size thì mặc không vừa, quá nhỏ luôn ý, nhưng mà do mình nhận hàng 1 tuần sau mới mở nên ko đổi trả đc hjc hjc	Material	0	positive
0#14#0	chất liệu:đúng shop giao thiếu của mình 1 bộ đặt 2 bộ nhưng giao 1 bộ hh	Material	0	positive
0#13#0	chất liệu:mỏg đúng với mô tả:hình hoa với chữ k đc to như ảnh hình hoa phông chữ này chỉ mặc đc 2,3l là bỏ vì giặt nhìu nó sẽ bị nổ và bay ht màu sắc:trắg	Material	2	negative
42#51#0	Chất liệu:ok Đúng với mô tả:ok Màu sắc:ok Giá cả ok, chất vải ổn mặc thoải mái, áo xinh như trên hình nên mua nhé	Material	0	positive
0#11#0	áo mỏng nhẹ , màu rất đẹp luôn . ck mình 1m63 50kg mặc m okie nha . kì trước mua size s bó quá trời . giá cả hợp lý . gói cẩn thân	Material	0	positive
87#102#0	từ khi bít colmate thì mình quên lun áo thun chỗ khác rồi. đơn giản. nhẹ nhàng bền bỉ. mặc bao mát lun. nói chung là cực kỳ hài lòng.	Material	0	positive
80#91#0	Màu sắc:màu nâu Chất liệu:đúng với mô tả Đúng với mô tả:giúm với mô tả Áo xinh, vải cũng ổn, mà hình như thứ 7 chủ nhật shop kh làm	Material	0	positive
87#97#0	Màu sắc:kem Đúng với mô tả:hình ảnh minh hoạ áo form đẹp lắm nhé in hình rõ ko bị nhoè áo dày dặn giá rẻ mà chất lượng xịn vc nên mua nhé	Material	0	positive
0#18#0	chất liệu:hơi mỏng màu sắc:đen đúng với mô tả:.. với giá tiền này thì khá là ok rồi ý rẻ cũng đẹp nói chung là uki	Material	2	negative
0#13#0	vải đẹp lắm ạ, giao nhanh nma chuẩn bị hơi lâu, chắc nhìu đơn quớ, hàng oke ạ	Material	0	positive
0#31#0	áo chất liệu đẹp ngoài mong đợi ngoài ra còn đc tặng kèm khẩu trang nữa chứ cổ áo thì dày dặn ncl rất ưng nha mỗi tội nhắn tin nhờ shop tư vấn shop k trl	Material	0	positive
0#17#0	Chất liệu dày dặn, đường may kĩ lưỡng không có chỉ thừa, nma size L to hơn mình nghĩ	Material	0	positive
66#81#0	Chất liệu:thun Đúng với mô tả:đúng Màu sắc:đúng màu Sp chất lượng vải đẹp mặc mát giá cả hợp lí sẽ ủng hộ shop lâu dài.chất lượng cao	Material	0	positive
69#76#0	Chất liệu:vai Đúng với mô tả:dung Màu sắc:be Áo xịn lắm í, giá rẻ mà vải dày, mà rộng quá mình chọn size bé rồi mà vẫn dài. Mình 1m6 48kg	Material	0	positive
126#153#0	chất liệu:cotton khô đúng với mô tả:chuẩn màu sắc:đỏ săn sale nên mua đc vs giá ok. vải cotton khô 3158. form áo cx khá rộng. áo mới giao về mùi hơi nồng. ảnh áo là thật còn vid chỉ mang tc nhận xu	Material	2	negative
15#26#0	Áo rất uki nha mặc nhẹ mát màu thì khá xinh đúng với mẫu á	Material	0	positive
4#18#0	đẹp nhưng hơi mỏng mà với giá tiền này thì tốt	Material	2	negative
56#62#0	chất liệu:thun màu sắc:xanh đen shop đóng gói cẩn thận, vải ok, đường may chắc chắn. shop còn để lại lời cám ơn dễ thương.	Material	0	positive
7#14#0	sp đẹp vải đẹp lên from chắc chắn ít chỉ thừa đường may khá ổn giao hàng nhanh có cơ hội sẽ ủng hộ ạ	Material	0	positive
29#50#0	Màu khá xinh, chất cũng đẹp, mát mẻ nên mua nhé mn. Tôi săn sale nên khá ưng	Material	0	positive
35#51#0	áo rẻ nhưng rất đẹp nha mn, màu ok vải mềm mịn mượt mà đúng size mình đặt, mặc rất vừa vặn nha, cho shop 5 sao nha	Material	0	positive
29#59#0	chất liệu:mỏng màu sắc:trắng mỏng vãi mỏng cực kì mỏng luôn	Material	2	negative
0#21#0	áo chất liệu siêu mát mà giá thì quá tốt local brand vn mà chất lượng ngang ngửa mấy thương hiệu quốc tế như nike adidas. đóng gói hàng rất chỉn chu mình rất ấn tượng về thương hiệu này sẽ tiếp tục ủng hộ. mà tiếc là chỉ có đồ nam	Material	0	positive
28#49#0	sản phẩm được giao hàng lẹ. chất vải cũng rất tốt. màu xanh than rất đẹp và kiểu mẫu như hình của shop. cảm thấy rất hài lòng khi mua sản phẩm của shop	Material	0	positive
15#33#0	giá áo khá rẻ, chất cũng tạm được, màu nhạt hơn so với hình	Material	1	neutral
65#72#0	màu sắc:màu trắng chất liệu:cton đúng với mô tả:đúng như miêu tả chất ok.giao hàng nhanh.nao đặt tiếp	Material	0	positive
49#163#0	màu sắc:đen đúng với mô tả:bth hình kh giống lắm chất liệu:khá nóng mình kh rành về các loại vải nhưng mình mặc thử thấy áo khá nóng sau vài lần giặt sẽ bị xù lông	Material	2	negative
0#28#0	vải đẹp, mịn thấm hút mồ hôi. mặc lên rất đẹp, mình rất thích sẽ ủng hộ shop thêm sau thời gian sắp tới.	Material	0	positive
19#30#0	Áo rất đẹp nha mn, vải dày dặn với cả vừa form nên rất ưng ý, nchung tuyệt	Material	0	positive
0#139#0	thề buồn thật sự luôn lúc đầu nhận thì cầm rất nặng tay nhưng sau khi giặt mà giặt tay nhé k có giặt máy mà áo đã nhão r nó dãn như cái váy rất ấn tượng về hình của áo nhưng chất lượng áo thật sự k đáng	Material	2	negative
36#57#0	Đúng với mô tả:áo size M Màu sắc:be Chất vải dày vừa phải, phần sơn in trên áo khá đẹp! Phom áo rộng. Mình cao 1m55 45kg mặc áo chùm mông! Xắn ống tay áo lên đẹp hơn!	Material	0	positive
29#57#0	shop đóng gói cẩn thận lắm ạ vải okela luôn nha mọi người áo đẹp	Material	0	positive
94#104#0	Màu sắc:đen Đúng với mô tả:đúng Chất liệu:vải Giao hàng nhanh , áo đẹp ,hình in bên ngoài xịn áo vải mát ,giặt ra cả đống màu ,trong áo cả đống lông của áo mặc đen thui người	Material	0	positive
87#98#0	Màu sắc:hong pastel Chất liệu:cotton Đúng với mô tả:dung Áo bên ngoài màu hồng pastel, chất khá ổn, form to rộng	Material	0	positive
27#31#0	màu sắc:đen đúng với mô tả:mỏng	Material	1	neutral
0#20#0	Áo chất dày dặn, mềm nhưng hình in bị lem và bị mất nét, dính ra đằng sau áo. Nhận được áo mà buồn quá	Material	0	positive
13#31#0	màu sắc:đúng chất liệu:vải mỏng đúng với mô tả:ko đúng áo có vết ố màu vàng	Material	2	negative
0#22#0	chất liệu:vải hơi mỏng đúng với mô tả:đẹp in nổi màu sắc:đen nên mua	Material	1	neutral
0#34#0	ưng cái vải nhe, ko có mỏng đâu nè, hình in còn cute xĩu nữa	Material	0	positive
0#22#0	Vải dày dặn chất lượng , áo đẹp lắm , giá rẻ , đóng gói gọn gàng..	Material	0	positive
52#88#0	Đúng với mô tả:giống mô tả Màu sắc:be Chất liệu:vải Chất vải vừa phải, không quá dày dặn. Shipper thân thiện. 1m6-48kg size L thoải mái.	Material	1	neutral
224#231#0	màu sắc:trắng đúng với mô tả:rất đẹp chất liệu:thun cá sấu shop dễ thương lắm luôn. đơn mình cần gấp nên shop tranh thủ đóng và gửi hàng cho mình. vừa nhận hàng là mình mở xem liền. phải nói ngoài sức tưởng tượng vì áo đẹp, vải đẹp và cả đường may luôn	Material	0	positive
19#32#0	Đúng với mô tả:tốt Chất liệu:tốt Màu sắc:tốt Thời gian giao hàng nhanh chóng sếp ơi dễ thương shop tư vấn nha tiền nên mua nhé mọi người ơi	Material	0	positive
113#146#0	chất liệu:vải thấm hút tốt màu sắc:đẹp đúng với mô tả:áo chuẩn mặc vừa đúng size hàng đóng gói ok..áo mặc vừa in chất liệu vải thấm hút mồ hôi tốt.sẽ ủng hộ shop dài	Material	0	positive
67#119#0	Đúng với mô tả:đúng Chất liệu:vải Màu sắc:đen Mình mua thấy áo đẹp chất liệu áo sờ vào thấy hơi dày k biết mặc có mát k	Material	0	positive
0#14#0	chất liệu:nóng tưởng thất vọng ai ngờ tuyệt vọng. vải nóng chất lượng xấu	Material	2	negative
0#17#0	chất liệu rất tốt vừa giá tiền	Material	0	positive
0#13#0	chất liệu:dep màu sắc:qua dep đúng với mô tả:hàng như mô tả hàng đẹp. mua bị nhầm size shop tư vấn nhiệt tình đổi tra hàng thoải mái. quá uy tín	Material	0	positive
0#10#0	áo vải mềm, màu đẹp, thoáng mát from đẹp ship nhanh shop hay bị hết size	Material	0	positive
53#67#0	màu sắc:trắng đúng với mô tả:đúng, đường may cũng ổn chất liệu:mỏng	Material	1	neutral
0#23#0	chất liệu:mịn màng, nhẹ màu sắc:đẹp, sắc nét đúng với mô tả:hàng đẹp, đúng như mô tả đóng gói cẩn thận, bảo bì, hộp rất chỉn chu. áo đẹp, chất lượng, giá rẻ. lần sau sẽ mua tiếp tại shop.	Material	0	positive
0#54#0	vẫn chưa thực sự ưng vì mình thấy chất vải chưa đủ đẹp nma với giá nthe thì cũng khá ưng r ạ . dc cái shop rep tin nhắn nhiệt tình lắm ạ	Material	2	negative
50#67#0	màu sắc:đen chất liệu:.. đúng với mô tả:đúng màu, nhưng áo hơi mỏng	Material	2	negative
53#76#0	chất liệu:maya màu sắc:oke đúng với mô tả:đúng mô tả khá mát sờ khá thích đó	Material	0	positive
98#138#0	Đúng với mô tả:đúng Màu sắc:kem Chất liệu:thun lạnh Mình quên chụp nhưng mà áo xinh lém nha mn vs lại chất vải mềm lạnh mặc vào ko bị nóng vs giá này thì quá ok	Material	0	positive
18#29#0	đã mua nhiều lần, mặc rất mát, đẹp và thoải mái vận động	Material	0	positive
92#116#0	shop giao hàng nhanh. áo đẹp như hình, mình chọn size theo cân nặng thì fom hơi dài 1 chút. chất vải có vẻ sẽ hơi bí nhưng với giá tiền như vậy là rất ok rồi. tks shop!	Material	1	neutral
51#105#0	vải mỏng, mặc vào rất nóng, tiền nào của nấy thôi! áo này chỉ mặc ở nhà, mặc ra ngoài dễ lộ bên trong nha	Material	2	negative
33#43#0	sản phẩm y hình, chất lượng tốt, vải mặc ok. shop nhiệt tình, săn sale nên giá quá hời luôn ạ! sẽ ủng hộ shop vào lần sau!	Material	0	positive
16#69#0	ổn săn sale rẻ, chất vải ok, thấm hút mồ hôi mặc ko bị đen da quá 10₫	Material	0	positive
16#32#0	áo đẹp lắm nha. vải tốt. dày dặn. nên mua nha mọi người. hôm trước mua flash sale nên giá rẻ hehe	Material	0	positive
0#53#0	Trời ơi chất liệu mềm mại, dày dặn mặc thích lắm ngen, phải mắc công mua thêm 4 cái nữa k	Material	0	positive
21#33#0	màu sắc:đúng miêu tả chất liệu:ổn đúng với mô tả:chuẩn mua áo của shop nhiều lần rồi. chưa bao giờ thất vọng, nên mua nhé mọi người 	Material	0	positive
133#152#0	chất liệu:mát màu sắc:xanh, cam đất đúng với mô tả:đúng m mua 2 chiếc áo size l cho bố 60kg, nhận hàng k nghĩ áo 99k mà đẹp như vậy, vải mát, áo dày dặn, đường may cẩn thận, k chỉ thừa, lần sau sẽ ủng hộ shop thêm	Material	0	positive
149#160#0	Màu sắc:hồng pastel Đúng với mô tả:đúng Chất liệu:vải giao hàng nhanh vải siu ưng hếc nước chấm lun ạ hihihi đáng đồng tiền bát gạo lém hihihihihihi mặc siu mát	Material	0	positive
14#26#0	màu sắc:trắng chất liệu:ổn đúng với mô tả:đúng hơi mỏng nếu ai mua lên mua màu đen	Material	1	neutral
79#101#0	trên ảnh thì đẹp dữ lắm, xong giao về quả áo k dám mặc đi đâu lun, form nó xấu mà vải nó cũng kém nữa. khác 1 trời 1 vực trên ảnh luôn u là trời	Material	2	negative
20#41#0	Màu sắc:đẹp sáng da Chất liệu:đẹp mặt mát	Material	0	positive
0#7#0	vải xấu	Material	2	negative
21#49#0	Với giá tiền này thì chất vải cũng ok, kh dày lắm. Giao hàng nhanh, shipper thân thiện nhiệt tình	Material	1	neutral
47#65#0	chất liệu:vải màu sắc:xanh đúng với mô tả:đúng áo vải đẹp mặc mát màu cũng khá vừa mắt vận chuyện nhanh nhưng shop đóng gói hàng hơi lâu	Material	0	positive
86#93#0	màu sắc:xanh đen đúng với mô tả:ok không phải là xanh đen, mà xanh tối tối, cũng đẹp, vải mát, m75, 95kg mặc vừa 3xl, sẽ tiếp tục ủng hộ	Material	0	positive
78#86#0	chất liệu:mỏng đúng với mô tả:ko màu sắc:trắng hình in bị đè lên nhau ( xấu ) vải mỏng áo rộng dài vl	Material	1	neutral
27#39#0	đúng với mô tả:áo hơi rộng chất liệu:đc ok	Material	0	positive
82#110#0	còn đang sợ về k kịp mà chiều hôm trước đặt sáng hôm sau giao luôn  đỉnk thực sự. chất liệu k chê vào đâu được, còn form áo thì chưa mặc thử bộ phận cskh cũng rất chất lượng! cảm ơn colmate lần tới sẽ mua tiếp cho bố nhưng mua xong rồi shop lại sale rẻ nên hơi buồn 	Material	0	positive
79#91#0	chất liệu:mềm màu sắc:chuẩn đúng với mô tả:ok hàng chuẩn đúng màu với hình ảnh,chất liệu ok giá cả hợp lí thời gian hiao hàng cũng nhanh,tặng dhop 5sao	Material	0	positive
62#88#0	Màu sắc:đen Đúng với mô tả:như hình. Mình thấy áo rất đẹp, rẻ mà vải dày rất ok, áo thơm	Material	0	positive
43#170#0	đúng với mô tả:k giống hàng mua 1 tuần trc chất liệu:vải trc mua nhận hàng áo đẹp vải dày nên quyết định mua 1 cái y hệt nhưng nay nhận hàng áo vải thì mỏng dễ bị xù lông .	Material	2	negative
0#13#0	Vải của áo ok mẫu áo với màu áo cũng đẹp nhưng lúc nhận hàng trên áo có vài chổ dơ	Material	0	positive
0#13#0	chất liệu:tốt màu sắc:đen đúng với mô tả:god mua của shop nhiều lần rồi rất ưng ý. ủng hộ shop 5sao	Material	0	positive
38#62#0	màu sắc:năng đúng với mô tả:chính xác chất liệu:thoáng mát đẹp . đóng gói cẩn thận . sẽ ủng hộ shop những sản phẩm sắp tới	Material	0	positive
0#13#0	chất liệu:mát đúng với mô tả:đúng mô tả màu sắc:ok chỉ thừa còn nhiều	Material	0	positive
0#13#0	chất liệu:đẹp đúng với mô tả:đúng màu sắc:lỗi màu ở đặt mơ mà về trắng	Material	0	positive
19#42#0	hàng đẹp bao chuẩn vải bao đẹp nha shop ơi. sẽ ủng hộ shop dài đại. 1m72 70kg.mặc bao đẹp size xl nha m.n	Material	0	positive
12#62#0	màu sắc:đen chất liệu mỏng shop cần chú ý thêm về vấn đề này ạ	Material	2	negative
0#10#0	chất áo đp nma vs giá này thì ok nhưng hinhf in rất bé,kh nên mua nha còn lại muốn mua hay kh tùy mn	Material	0	positive
42#156#0	màu sắc:be đúng với mô tả:đúng, size lệch chất liệu:vải xịn áo giặt bth bằng tay , ngâm nc xả vẫn bị dính màu từ hình vẽ lên trên cổ áo, mặt lưng, mặt trước :))) nt shop ko tư vấn	Material	2	negative
24#35#0	giao hàng nhanh, chuẩn, mặc rất mát, hợp lý, giá tiền cũng ổn, 5 sao	Material	0	positive
18#33#0	sản phẩm đẹp lắm, áo dày dặn, mát. shop đóng gói cẩn thận. giao hàng nhanh.	Material	0	positive
20#37#0	đúng với mô tả:đúng chất liệu:vải mát màu sắc:xanh navy shop đóng hàng cẩn thận chu đáo từ khâu bán hàng đến vận chuyển, áo rất đáng với giá tiền mặc mát lạnh vận động thông thoáng sẽ ủng hộ shop vào lần tới :) mãi là fan của colmate	Material	0	positive
52#59#0	chất liệu:cotton màu sắc:đen đúng với mô tả:áo mỏng áo mỏng , in đẹp	Material	1	neutral
84#92#0	Màu sắc:be Đúng với mô tả:đúng với mô tả Chất liệu:cotton , chất đẹp Áo khá rộng ạ, chất mát, giặt xong nhớ gĩu trc khi phơi nhen	Material	0	positive
26#37#0	hàng đẹp sz đúng mẫu đúng chất vải ok ông xã mà thích lần sau sẽ ủng hộ tiếp	Material	0	positive
8#24#0	Áo đẹp, chất vải rất tốt đúng màu hồng mình ưng, from áo cũng rất chuẩn	Material	0	positive
178#194#0	hàng đóng gói hơi ẩu, không có hộp, túi bóng đựng thì cũ hơi ố màu may không bị dính áo. áo dài lắm nha, 1m69, 63kg size l mak vẫn bị dài phải sơ vin. mn nên đặt lùi 1 size nhé. áo chất hơi nóng. hình in ok.	Material	2	negative
0#13#0	chất lượng ok nhưng mà cổ áo hơi nhỏ nên mặc lên cảm giác vai bị to hơn	Material	0	positive
36#53#0	Đúng với mô tả:như hình Màu sắc:kem Chất liệu:dày dặn Sản phẩm rẻ, chất lượng tốt, đường may chắc chắn Nên mua ạ Shipper nhiệt tình	Material	0	positive
0#15#0	chất liệu:tuyet màu sắc:tot đúng với mô tả:duoc chat lieu ok mai sac phu hop , se ung hộ them rất tuyệt voi	Material	0	positive
0#7#0	vải đẹp, form chuẩn. không ngờ mua giá 87k sale mà lại ok đến vậy. màu đỏ đô này mặc tôn da lắm nha. 1m7 75kg mặc vừa y, độ dài vừa phải, mn tham khảo nhé. lúc đầu sợ mặc không vừa nhưng mua về ưng ý lắm. sẽ mua lại thêm mấy màu nữa.	Material	0	positive
0#32#0	chất áo mát thoáng mặc thoải mái. tư vấn size nhiệt tình. mua sale giá cực hợp lý	Material	0	positive
38#52#0	đúng với mô tả:đúng màu sắc:xanh nhạt vải thoáng mát, lên form ổn màu này tôn da nên mình hài lòng	Material	0	positive
0#18#0	chất k như kì vọng, vừa mua xong lại thấy shop giảm giá haiz hơi thất vọng	Material	2	negative
43#86#0	chất liệu:cotton su màu sắc:đen đúng nhưng chất mặc nóng hình bị dính vào nhau mất chữ	Material	2	negative
0#7#0	vải đẹp  k nghĩ áo vậy mà giá chưa tới 100k  áo xinh xịn mịn. vải mát. mong là ny mình vừa :)) giao hàng rất nhanh nha	Material	0	positive
44#136#0	đây ko phải lần đầu mua sp của shop. sp rẻ, chất lượng rất bền, loại này mua 1 năm trước ck thường xuyên mặc ko bị bay màu hay nhão giãn. gói hàng đẹp. giao hàng siêu nhanh. đang dịch như này các đơn hcm về rất lâu.	Material	0	positive
82#127#0	chất liệu:vải màu sắc:đen đúng với mô tả:đúng chất lượng tương xứng với giá tiền. tuy hơi mỏng một chút nhưng mặc rất thoải mái,form đo vừa vặn, mát hơn so với áo cùng tầm tiền.	Material	0	positive
0#13#0	áo thoáng mát, form chuẩn, đúng với video quảnh cáo	Material	0	positive
60#78#0	chất liệu:mềm mịn, siêu thoáng hàng chất lượng giá quá tốt, vải thoáng mát nhẹ. rất ưng ý	Material	0	positive
19#49#0	chất lượng xịn xò, vải siêu đẹp luôn mọi người ạ. đáng đồng xèn bát gạo. lần sau sẽ ủng hộ tiếp	Material	0	positive
48#56#0	chất liệu:thun màu sắc:xanh ngọc đúng với mô tả:rất mát, rất đẹp vừa size không có gì để chê được	Material	0	positive
0#8#0	vải mỏng so với giá tiền thì ok	Material	2	negative
103#120#0	Đúng với mô tả:đứng Chất liệu:vải gì á k biết Màu sắc:be kem Hình ảnh chỉ mang tính minh hoạ, Áo xinh, vải mặc k bị nóng Form áo đẹp, nét in xinh xắn! Giá mềm, mn nên mua nha!	Material	0	positive
0#13#0	chất liệu:onr màu sắc:đúng đúng với mô tả:đúng chưa giặt nên kb có nhão k :(( nhưng ship cẩn thận. đíng gói ok	Material	1	neutral
53#72#0	màu sắc:trắng. chất liệu:vải. đúng với mô tả:không . vải rất là mỏng lun giao hàng thì nhanh	Material	2	negative
0#13#0	chất liệu:đẹp màu sắc:hài hoà đúng với mô tả:có rất ưng nha,sản phẩm đẹp lần sau mình tiếp tục ủng hộ và mua sản phẩm này	Material	0	positive
39#51#0	màu sắc:đen chất liệu:cottton xinh nha chất liệu ok ổn	Material	0	positive
70#86#0	Màu sắc:đúng Chất liệu:đúng Đúng với mô tả:đúng giao hàng nhanh chóng chất áo siêu đẹp hình in siêu cute nói chung là wonderful	Material	0	positive
0#50#0	áo chất tốt nhưng không quá mát hợp phòng điều hoà, giao hàng nhanh, giá hợp lý	Material	1	neutral
0#15#0	áo chất rất đẹp, nhìn sịn sò cực í , nên mua	Material	0	positive
187#202#0	Đúng với mô tả:đúng Màu sắc:hồng Chất liệu:vải Giao hàng nhanh, đóng gói cẩn thận, sản phẩm rất đẹp mình cảm thấy rất ưng ý khi sử dụng. Dù là lần đầu mua nhưng shop tư vấn rất cẩn thận, vải ko quá mỏng, sẽ ủng hộ shop nhiều hơn ạ.	Material	1	neutral
87#120#0	Đúng với mô tả:đúng Màu sắc:đen Chất liệu:đẹp ui áo đệp lm nha mn mn nên mua thiwr nha rất là thích chất vải của nó luôn	Material	0	positive
108#126#0	mua cho anh xã, tính mua chơi thôi vì rẻ quá nên lựa đủ màu. ai dè nhận đc hàng đẹp và chất lượng quá trời  chất vải okela lắm, đường may ở cổ chả khác gì áo hịn 300-400k luôn. đáng mua lắm nha	Material	0	positive
28#39#0	Chất liệu:cotton Màu sắc:be Vải dày dặn , áo in đẹp, shipper giao hàng nhanh . Nên mua nha m.n	Material	0	positive
73#91#0	Chất liệu:vải đen hơi mỏng Màu sắc:màu đen Đúng với mô tả:đúng với mô tả Vải có vẻ hơi nóng, nhưng màu in khá đẹp cũng ổn	Material	2	negative
32#48#0	Đúng với mô tả:đẹp Màu sắc:xinh Chất liệu:OK Nha thi thì cũng phải đi làm có gì mà eoueiw ưcó elà một etí ecó em không chị ơi hôm mô tả khoa học năm sau về nhà	Material	0	positive
